orf	name	type	betw	regulation
YCR075C	ERS1	S	0.00683	0.526
YCR076C	FUB1	S	0.0	0.545
YCR079W	PTC6	S	0.00448	0.602
YCR087C-A	YCR087C-A	S	0.0	NA
YCR091W	KIN82	S	0.00119	1.067
YCR099C	YCR099C	S	0.01878	0.571
YCR101C	YCR101C	S	0.0	0.575
YCR106W	RDS1	S	0.0	0.537
YDL001W	RMD1	S	0.00022	0.589
YDL012C	YDL012C	S	0.00596	0.346
YDL020C	RPN4	S	0.00015	0.903
YDL021W	GPM2	S	0.0	1.741
YDL035C	GPR1	S	0.0	0.602
YDL039C	PRM7	S	0.0	1.0
YDL052C	SLC1	S	0.0	0.575
YDL054C	MCH1	S	0.02861	0.474
YDL057W	YDL057W	S	0.02534	0.548
YDL059C	RAD59	S	0.00024	0.676
YDL070W	BDF2	S	0.0	0.498
YDL073W	YDL073W	S	0.0	0.463
YDL085W	NDE2	S	0.00065	1.472
YDL112W	TRM3	S	0.0	0.735
YDL115C	IWR1	S	0.00064	0.628
YDL120W	YFH1	S	0.0008	0.528
YDL122W	UBP1	S	0.0	0.651
YDL128W	VCX1	S	0.0	0.449
YDL137W	ARF2	S	0.0	0.459
YDL144C	YDL144C	S	0.0006	0.401
YDL161W	ENT1	S	0.00169	0.42
YDL167C	NRP1	S	0.01375	1.072
YDL169C	UGX2	S	0.00386	1.254
YDL171C	GLT1	S	0.00284	0.633
YDL180W	YDL180W	S	0.00161	0.523
YDL182W	LYS20	S	0.00745	1.029
YDL186W	YDL186W	S	0.01195	0.617
YDL190C	UFD2	S	0.00199	0.368
YDL194W	SNF3	S	0.01029	0.883
YDL198C	GGC1	S	0.00211	0.679
YDL199C	YDL199C	S	0.0001	1.184
YDL200C	MGT1	S	0.0	0.687
YDL203C	ACK1	S	0.0034	0.399
YDL214C	PRR2	S	0.0	1.255
YDL215C	GDH2	S	0.00116	0.879
YDL218W	YDL218W	S	0.01302	1.029
YDL223C	HBT1	S	0.00665	1.299
YDL224C	WHI4	S	0.00491	0.345
YDL225W	SHS1	S	0.0	0.507
YDL233W	MFG1	S	0.00029	0.605
YDR005C	MAF1	S	0.00092	0.476
YDR006C	SOK1	S	0.0	0.517
YDR007W	TRP1	S	0.02085	0.4
YDR011W	SNQ2	S	0.0	0.541
YDR017C	KCS1	S	0.0	0.465
YDR021W	FAL1	S	0.0	0.744
YDR022C	ATG31	S	0.00209	0.747
YDR026C	NSI1	S	0.0	0.385
YDR033W	MRH1	S	3e-05	0.914
YDR036C	EHD3	S	0.00124	0.445
YDR043C	NRG1	S	7e-05	0.916
YDR044W	HEM13	S	0.00133	0.631
YDR049W	VMS1	S	3e-05	0.418
YDR051C	DET1	S	0.0014	0.409
YDR059C	UBC5	S	0.00016	0.986
YDR063W	AIM7	S	0.00044	0.535
YDR068W	DOS2	S	0.0042	0.478
YDR069C	DOA4	S	0.0	0.653
YDR071C	PAA1	S	0.00346	0.717
YDR077W	SED1	S	0.00229	1.189
YDR084C	TVP23	S	0.00057	0.421
YDR085C	AFR1	S	0.0	1.113
YDR088C	SLU7	S	0.00011	0.428
YDR096W	GIS1	S	0.0027	1.128
YDR098C	GRX3	S	0.00063	0.657
YDR105C	TMS1	S	0.0	0.54
YDR110W	FOB1	S	0.00042	0.46
YDR111C	ALT2	S	0.01742	1.045
YDR119W-A	COX26	S	0.00334	NA
YDR139C	RUB1	S	0.0001	0.456
YDR142C	PEX7	S	0.00036	0.505
YDR161W	YDR161W	S	0.01492	1.067
YDR163W	CWC15	S	0.01809	0.434
YDR168W	CDC37	S	0.0	0.455
YDR169C	STB3	S	0.0	0.551
YDR179W-A	YDR179W-A	S	0.0	0.558
YDR184C	ATC1	S	0.00225	1.051
YDR185C	UPS3	S	0.01691	0.534
YDR216W	ADR1	S	0.00043	0.678
YDR219C	MFB1	S	0.01836	0.626
YDR226W	ADK1	S	0.0	0.881
YDR232W	HEM1	S	0.01666	0.651
YDR236C	FMN1	S	0.0	0.499
YDR239C	YDR239C	S	0.00015	0.314
YDR256C	CTA1	S	8e-05	1.467
YDR259C	YAP6	S	0.00026	0.646
YDR263C	DIN7	S	6e-05	0.6
YDR267C	CIA1	S	0.00029	0.478
YDR272W	GLO2	S	0.00036	0.718
YDR276C	PMP3	S	0.0	0.564
YDR277C	MTH1	S	0.009	1.267
YDR284C	DPP1	S	0.00024	0.512
YDR296W	MHR1	S	0.00024	0.354
YDR297W	SUR2	S	0.0	0.641
YDR302W	GPI11	S	0.00024	0.388
YDR306C	YDR306C	S	0.00382	0.575
YDR307W	PMT7	S	0.0	0.461
YDR309C	GIC2	S	0.00229	0.967
YDR315C	IPK1	S	0.01251	0.494
YDR316W	OMS1	S	2e-05	0.478
YDR319C	YFT2	S	2e-05	0.453
YDR339C	FCF1	S	0.00584	0.661
YDR342C	HXT7	S	0.00041	1.483
YDR343C	HXT6	S	0.00729	1.441
YDR346C	SVF1	S	0.0	0.743
YDR352W	YPQ2	S	0.0	0.403
YDR354W	TRP4	S	0.0	0.521
YDR358W	GGA1	S	0.0	0.991
YDR361C	BCP1	S	0.0001	1.053
YDR364C	CDC40	S	0.00308	0.396
YDR374C	PHO92	S	5e-05	0.788
YDR380W	ARO10	S	0.00414	1.671
YDR389W	SAC7	S	0.00053	0.343
YDR393W	SHE9	S	0.0	0.428
YDR395W	SXM1	S	0.0	0.834
YDR398W	UTP5	S	0.05717	1.244
YDR406W	PDR15	S	0.00769	0.666
YDR408C	ADE8	S	0.015	0.797
YDR411C	DFM1	S	0.03371	0.461
YDR419W	RAD30	S	0.04102	0.47
YDR420W	HKR1	S	0.00655	0.439
YDR436W	PPZ2	S	0.0	0.722
YDR440W	DOT1	S	0.0	0.466
YDR456W	NHX1	S	0.00876	0.492
YDR458C	HEH2	S	0.00055	0.39
YDR459C	PFA5	S	0.00155	0.374
YDR463W	STP1	S	0.00189	0.417
YDR464W	SPP41	S	0.00027	0.4
YDR466W	PKH3	S	0.0	0.456
YDR482C	CWC21	S	0.0	0.381
YDR486C	VPS60	S	0.03359	0.407
YDR490C	PKH1	S	0.01013	0.441
YDR493W	MZM1	S	0.00035	0.437
YDR494W	RSM28	S	0.00854	0.518
YDR497C	ITR1	S	0.0	0.697
YDR501W	PLM2	S	0.0	0.504
YDR508C	GNP1	S	0.0	1.263
YDR519W	FPR2	S	0.00014	0.544
YDR524C	AGE1	S	0.00192	0.524
YDR536W	STL1	S	2e-05	1.537
YDR541C	YDR541C	S	0.01604	0.558
YEL012W	UBC8	S	0.03801	1.238
YEL017C-A	PMP2	S	0.0	0.518
YEL025C	YEL025C	S	0.00934	0.43
YEL030W	ECM10	S	5e-05	0.686
YEL031W	SPF1	S	0.0	0.495
YEL039C	CYC7	S	0.01545	1.087
YEL040W	UTR2	S	0.00083	1.498
YEL041W	YEF1	S	0.00097	0.89
YEL043W	YEL043W	S	0.00011	0.413
YEL044W	IES6	S	0.00173	0.67
YEL048C	TCA17	S	0.0	0.66
YEL060C	PRB1	S	0.0	1.224
YEL071W	DLD3	S	0.0	1.245
YER005W	YND1	S	0.0	0.37
YER009W	NTF2	S	0.00432	0.721
YER019W	ISC1	S	0.0	0.367
YER032W	FIR1	S	0.00013	0.501
YER040W	GLN3	S	0.0	0.436
YER043C	SAH1	S	0.0	1.275
YER044C	ERG28	S	0.00014	0.597
YER045C	ACA1	S	2e-05	0.738
YER052C	HOM3	S	0.00707	0.955
YER057C	HMF1	S	0.00069	0.521
YER058W	PET117	S	0.0	0.701
YER059W	PCL6	S	0.0	0.497
YER060W-A	FCY22	S	0.0	0.541
YER062C	GPP2	S	0.0	1.199
YER064C	VHR2	S	0.00056	0.835
YER071C	TDA2	S	2e-05	0.423
YER081W	SER3	S	0.01209	0.909
YER086W	ILV1	S	0.00071	1.068
YER088C	DOT6	S	0.00045	0.827
YER089C	PTC2	S	0.00961	0.488
YER091C	MET6	S	0.03665	1.2
YER092W	IES5	S	0.02159	0.401
YER098W	UBP9	S	9e-05	0.691
YER099C	PRS2	S	0.0	0.386
YER100W	UBC6	S	0.00306	0.421
YER105C	NUP157	S	0.0	0.557
YER107C	GLE2	S	0.0	0.446
YER127W	LCP5	S	0.0	1.0
YER128W	VFA1	S	0.00082	0.388
YER136W	GDI1	S	0.00635	0.416
YER138C	YER138C	S	0.00297	0.761
YER139C	RTR1	S	0.00635	0.613
YER141W	COX15	S	0.0	0.808
YER143W	DDI1	S	0.0	0.61
YER144C	UBP5	S	0.00027	0.41
YER154W	OXA1	S	0.02181	0.344
YER161C	SPT2	S	0.04877	0.342
YER174C	GRX4	S	0.0021	0.454
YER182W	FMP10	S	0.0	0.724
YFL003C	MSH4	S	0.0	0.501
YFL007W	BLM10	S	0.00493	0.439
YFL021W	GAT1	S	0.03193	0.846
YFL025C	BST1	S	0.0052	0.413
YFL028C	CAF16	S	0.0	0.504
YFL029C	CAK1	S	0.0	0.485
YFL033C	RIM15	S	0.0	0.39
YFL036W	RPO41	S	0.00512	0.505
YFL045C	SEC53	S	0.01773	0.956
YFL053W	DAK2	S	0.00063	0.953
YFL054C	YFL054C	S	0.00098	1.117
YFL062W	COS4	S	0.00027	0.559
YFR003C	YPI1	S	0.00023	0.628
YFR011C	MIC19	S	0.00013	0.699
YFR016C	YFR016C	S	0.0	0.719
YFR019W	FAB1	S	0.0006	0.528
YFR022W	ROG3	S	0.0	0.923
YFR041C	ERJ5	S	0.0	0.468
YFR042W	KEG1	S	0.00521	0.637
YFR053C	HXK1	S	0.0	1.845
YGL001C	ERG26	S	0.0451	0.643
YGL006W	PMC1	S	0.00047	0.654
YGL009C	LEU1	S	0.0024	0.711
YGL012W	ERG4	S	0.0	0.896
YGL017W	ATE1	S	0.0	0.425
YGL018C	JAC1	S	0.00219	0.388
YGL027C	CWH41	S	0.0	0.654
YGL028C	SCW11	S	0.0	0.872
YGL029W	CGR1	S	0.00014	1.229
YGL035C	MIG1	S	0.00612	0.586
YGL043W	DST1	S	0.0	0.395
YGL045W	RIM8	S	0.00192	0.865
YGL053W	PRM8	S	0.0	0.56
YGL055W	OLE1	S	0.00065	1.393
YGL056C	SDS23	S	0.01303	0.602
YGL062W	PYC1	S	0.01213	1.098
YGL064C	MRH4	S	0.00464	0.451
YGL065C	ALG2	S	0.00663	0.423
YGL080W	MPC1	S	0.0	0.414
YGL081W	YGL081W	S	0.00208	0.731
YGL084C	GUP1	S	0.0	0.538
YGL091C	NBP35	S	0.00019	0.464
YGL096W	TOS8	S	0.00019	1.048
YGL104C	VPS73	S	0.0	0.804
YGL119W	COQ8	S	0.0	0.376
YGL121C	GPG1	S	0.0	1.636
YGL128C	CWC23	S	0.00088	0.43
YGL141W	HUL5	S	0.00088	0.543
YGL143C	MRF1	S	0.0	0.489
YGL161C	YIP5	S	0.00463	0.433
YGL167C	PMR1	S	0.00445	0.442
YGL171W	ROK1	S	0.0	1.282
YGL175C	SAE2	S	0.0	0.465
YGL181W	GTS1	S	0.00311	0.384
YGL185C	YGL185C	S	0.0254	0.545
YGL197W	MDS3	S	0.0	0.544
YGL198W	YIP4	S	0.00043	0.468
YGL202W	ARO8	S	0.0	0.957
YGL209W	MIG2	S	0.00313	0.644
YGL210W	YPT32	S	0.00595	0.452
YGL211W	NCS6	S	0.0	0.442
YGL216W	KIP3	S	0.0	0.448
YGL219C	MDM34	S	0.00536	0.498
YGL220W	FRA2	S	0.00043	0.415
YGL225W	VRG4	S	0.00547	0.766
YGL234W	ADE5,7	S	0.0	1.002
YGL238W	CSE1	S	0.0	0.7
YGL247W	BRR6	S	0.0	0.462
YGL253W	HXK2	S	0.00254	0.821
YGL254W	FZF1	S	0.0	0.474
YGL255W	ZRT1	S	0.0	1.303
YGL259W	YPS5	S	0.02367	1.055
YGR012W	YGR012W	S	5e-05	0.357
YGR014W	MSB2	S	0.0	0.672
YGR017W	YGR017W	S	0.0	0.349
YGR023W	MTL1	S	0.0	0.796
YGR026W	YGR026W	S	0.00129	0.418
YGR029W	ERV1	S	0.01203	0.356
YGR031W	IMO32	S	0.0	0.435
YGR037C	ACB1	S	0.0	0.854
YGR038W	ORM1	S	0.04265	0.482
YGR041W	BUD9	S	0.00076	0.416
YGR042W	YGR042W	S	8e-05	0.65
YGR049W	SCM4	S	0.0	0.631
YGR058W	PEF1	S	0.0	0.548
YGR061C	ADE6	S	0.0	0.914
YGR066C	YGR066C	S	0.0	1.364
YGR067C	YGR067C	S	0.0	1.735
YGR071C	ENV11	S	0.00016	0.372
YGR080W	TWF1	S	0.0	0.591
YGR087C	PDC6	S	0.0	0.887
YGR093W	DRN1	S	0.0	0.532
YGR099W	TEL2	S	0.0	0.407
YGR105W	VMA21	S	0.0	0.421
YGR106C	VOA1	S	0.0091	0.519
YGR116W	SPT6	S	0.0	0.493
YGR123C	PPT1	S	0.00185	1.178
YGR131W	FHN1	S	0.00268	0.765
YGR136W	LSB1	S	0.00095	0.679
YGR138C	TPO2	S	0.0008	0.966
YGR142W	BTN2	S	0.0	1.707
YGR143W	SKN1	S	0.0	0.707
YGR145W	ENP2	S	0.01008	1.412
YGR161C	RTS3	S	0.01002	1.409
YGR173W	RBG2	S	0.0	0.873
YGR174C	CBP4	S	0.0	0.844
YGR175C	ERG1	S	0.00112	0.836
YGR177C	ATF2	S	0.00166	0.97
YGR184C	UBR1	S	0.00233	0.541
YGR194C	XKS1	S	0.0	1.06
YGR196C	FYV8	S	0.0007	0.449
YGR197C	SNG1	S	0.00896	0.475
YGR203W	YCH1	S	0.0	0.418
YGR217W	CCH1	S	0.02722	0.461
YGR221C	TOS2	S	0.0	0.484
YGR223C	HSV2	S	0.0	0.507
YGR233C	PHO81	S	0.00253	0.664
YGR235C	MIC26	S	0.00099	0.509
YGR239C	PEX21	S	0.01996	0.789
YGR243W	MPC3	S	0.0	1.938
YGR250C	YGR250C	S	0.0	1.264
YGR255C	COQ6	S	0.01371	0.626
YGR268C	HUA1	S	0.00023	0.703
YGR276C	RNH70	S	0.0	0.384
YGR277C	CAB4	S	0.0	0.454
YGR278W	CWC22	S	0.0	0.329
YGR282C	BGL2	S	0.00134	0.45
YGR286C	BIO2	S	4e-05	0.639
YGR287C	IMA1	S	0.0	0.787
YGR295C	COS6	S	4e-05	0.558
YHL003C	LAG1	S	0.0025	0.541
YHL008C	YHL008C	S	0.0	0.465
YHL009W-A	YHL009W-A	S	0.0	NA
YHL017W	YHL017W	S	0.0	0.388
YHL018W	YHL018W	S	0.0	0.427
YHL020C	OPI1	S	0.0	0.349
YHL024W	RIM4	S	0.0	1.023
YHL027W	RIM101	S	0.02532	0.532
YHL032C	GUT1	S	0.00304	0.913
YHL042W	YHL042W	S	0.0	0.52
YHL047C	ARN2	S	0.00317	0.995
YHR001W	OSH7	S	0.00493	0.494
YHR002W	LEU5	S	0.03727	0.547
YHR008C	SOD2	S	0.0	0.768
YHR011W	DIA4	S	0.0	0.513
YHR014W	SPO13	S	0.0	0.753
YHR020W	YHR020W	S	0.00051	1.123
YHR029C	YHI9	S	0.0	0.946
YHR033W	YHR033W	S	0.00147	0.963
YHR034C	PIH1	S	0.00063	0.608
YHR036W	BRL1	S	0.0	0.473
YHR039C	MSC7	S	0.0	0.669
YHR040W	BCD1	S	0.00057	0.579
YHR042W	NCP1	S	0.0	0.777
YHR061C	GIC1	S	0.00068	0.481
YHR067W	HTD2	S	0.0	0.567
YHR071W	PCL5	S	0.0081	0.713
YHR072W	ERG7	S	0.00065	0.569
YHR073W	OSH3	S	0.03656	0.423
YHR091C	MSR1	S	0.0012	0.362
YHR096C	HXT5	S	0.0	2.192
YHR101C	BIG1	S	0.0	0.404
YHR105W	YPT35	S	8e-05	0.591
YHR110W	ERP5	S	0.0	0.402
YHR111W	UBA4	S	0.07101	0.414
YHR113W	APE4	S	0.01224	0.531
YHR115C	DMA1	S	0.00159	0.342
YHR117W	TOM71	S	0.02156	0.512
YHR120W	MSH1	S	0.0	0.696
YHR123W	EPT1	S	0.0	0.758
YHR128W	FUR1	S	0.0	1.183
YHR132W-A	IGO2	S	0.00548	NA
YHR133C	NSG1	S	0.0	0.636
YHR148W	IMP3	S	0.00998	0.969
YHR149C	SKG6	S	6e-05	0.95
YHR177W	YHR177W	S	0.00351	0.488
YHR179W	OYE2	S	0.0	1.191
YHR182W	YHR182W	S	0.0	0.346
YHR184W	SSP1	S	0.0	0.466
YHR185C	PFS1	S	0.0	0.691
YHR190W	ERG9	S	0.0	0.556
YHR194W	MDM31	S	0.0	0.553
YHR199C	AIM46	S	0.00089	0.59
YHR201C	PPX1	S	0.0	0.561
YHR204W	MNL1	S	0.0	0.555
YHR205W	SCH9	S	0.02451	0.517
YHR208W	BAT1	S	0.0	1.029
YIL007C	NAS2	S	0.0	0.606
YIL008W	URM1	S	0.00032	0.677
YIL019W	FAF1	S	0.01134	1.078
YIL027C	EMC5	S	0.00455	0.51
YIL034C	CAP2	S	0.0	0.556
YIL040W	APQ12	S	0.00132	0.474
YIL045W	PIG2	S	0.00149	1.473
YIL046W	MET30	S	0.0	0.657
YIL047C	SYG1	S	0.00425	0.932
YIL051C	MMF1	S	0.03254	0.742
YIL066C	RNR3	S	0.0	1.566
YIL073C	SPO22	S	0.0	0.657
YIL078W	THS1	S	0.00562	1.257
YIL083C	CAB2	S	0.0	0.377
YIL098C	FMC1	S	0.0	0.62
YIL103W	DPH1	S	0.0	0.542
YIL107C	PFK26	S	0.02769	1.062
YIL108W	YIL108W	S	0.01681	0.531
YIL111W	COX5B	S	0.0	1.087
YIL113W	SDP1	S	0.0	1.035
YIL114C	POR2	S	0.0	0.518
YIL116W	HIS5	S	0.0	0.638
YIL121W	QDR2	S	0.0	0.661
YIL122W	POG1	S	0.00013	0.61
YIL124W	AYR1	S	0.00463	0.777
YIL127C	RRT14	S	0.0	0.986
YIL131C	FKH1	S	0.0	0.747
YIL136W	OM45	S	0.0	1.895
YIL140W	AXL2	S	0.0	0.634
YIL146C	ATG32	S	0.00175	0.939
YIL147C	SLN1	S	0.0	0.478
YIL152W	YIL152W	S	0.00015	0.492
YIL157C	COA1	S	0.00192	0.486
YIL160C	POT1	S	0.00016	0.919
YIL162W	SUC2	S	0.0	0.878
YIR001C	SGN1	S	0.0019	0.348
YIR002C	MPH1	S	0.00354	0.405
YIR003W	AIM21	S	0.0	0.493
YIR004W	DJP1	S	0.0	0.349
YIR023W	DAL81	S	0.0	0.387
YIR024C	INA22	S	0.00266	0.509
YIR026C	YVH1	S	0.02811	1.111
YIR033W	MGA2	S	0.00022	0.627
YIR035C	YIR035C	S	0.0	0.598
YIR037W	HYR1	S	0.01206	0.735
YJL003W	COX16	S	0.00011	0.39
YJL004C	SYS1	S	0.0	0.366
YJL044C	GYP6	S	0.0	0.313
YJL051W	IRC8	S	2e-05	0.587
YJL062W	LAS21	S	0.00807	0.538
YJL062W-A	COA3	S	0.0	NA
YJL066C	MPM1	S	0.0	1.179
YJL068C	YJL068C	S	0.0	0.777
YJL070C	YJL070C	S	0.00243	0.62
YJL083W	TAX4	S	0.00066	0.564
YJL084C	ALY2	S	0.0	0.468
YJL089W	SIP4	S	0.0	1.367
YJL105W	SET4	S	0.00022	0.495
YJL108C	PRM10	S	0.0	0.781
YJL112W	MDV1	S	0.0	0.473
YJL128C	PBS2	S	0.0	0.369
YJL131C	AIM23	S	0.0	0.617
YJL134W	LCB3	S	0.00021	0.409
YJL146W	IDS2	S	0.00093	0.396
YJL149W	DAS1	S	0.0	0.503
YJL153C	INO1	S	0.00392	1.372
YJL156C	SSY5	S	0.00018	0.517
YJL159W	HSP150	S	0.0	0.793
